,E,T,I
26.2,5.929525545874084,1.5833845871698476e-15,0.0001900000000000289
26.21,5.929650690283536,1.4980399092792136e-15,0.00019000000000002684
26.22,5.929775626434312,1.3983087716583427e-15,0.00019000000000002473
26.23,5.929900354670971,1.2835377374333712e-15,0.00019000000000002253
26.240000000000002,5.930024875337416,1.1530672994373973e-15,0.00019000000000002029
26.25,5.9301491887768965,1.0062313580287874e-15,0.000190000000000018
26.26,5.930273295332004,8.423566989093855e-16,0.00019000000000001568
26.27,5.930397195344681,6.607624709432861e-16,0.00019000000000001332
26.28,5.930520889156216,4.607596639747552e-16,0.00019000000000001093
26.29,5.930644377107245,2.416505866471405e-16,0.00019000000000000855
26.3,5.930767659537757,2.728344220691497e-18,0.00019000000000000616
26.310000000000002,5.930890737194814,-6.915952194211225e-17,0.00019000000000000283
26.32,5.9310136102206075,-6.513420202806393e-17,0.00018999999999999906
26.330000000000002,5.931136278795185,-5.861525194562309e-17,0.0001899999999999952
26.34,5.931258743258267,-4.9282445938881184e-17,0.00018999999999999126
26.35,5.931381003948983,-3.6802027801827014e-17,0.00018999999999998722
26.36,5.931503061205875,-2.0826971222282128e-17,0.0001899999999999831
26.37,5.931624915366896,-9.972401257542106e-19,0.0001899999999999789
26.38,5.931746566769414,2.3059950980625924e-17,0.0001899999999999746
26.39,5.931868015750213,5.1729876664277776e-17,0.00018999999999997028
26.400000000000002,5.9319892626454935,8.54100402232105e-17,0.00018999999999996589
26.41,5.932110307790876,1.2450991334215215e-16,0.00018999999999996144
26.42,5.9322311515214015,1.6945067574871528e-16,0.00018999999999995694
26.43,5.93235179417153,2.2066495486939522e-16,0.00018999999999995241
26.44,5.932472236075149,2.7859656548581295e-16,0.0001899999999999479
26.45,5.932592477565569,3.4370024939066924e-16,0.00018999999999994333
26.46,5.932712518975525,4.164414150440254e-16,0.00018999999999993878
26.47,5.9328323606371836,4.972958772292211e-16,0.00018999999999993423
26.48,5.932952002882139,5.86749596709193e-16,0.0001899999999999297
26.490000000000002,5.933071446041416,6.852984198823925e-16,0.00018999999999992523
26.5,5.933190690445474,7.934478184389562e-16,0.0001899999999999208
26.51,5.933309736424204,9.117126290169565e-16,0.00018999999999991647
26.52,5.933428584306934,1.0406167928582155e-15,0.00018999999999991222
26.53,5.933547234422429,1.180693095464767e-15,0.0001899999999999081
26.54,5.933665687098893,1.3324829062545927e-15,0.0001899999999999041
26.55,5.933783942663968,1.4965359182181214e-15,0.00018999999999990026
26.560000000000002,5.933902001444742,1.6734098875739787e-15,0.00018999999999989663
26.57,5.934019863767743,1.8636703734252385e-15,0.0001899999999998932
26.580000000000002,5.934137529958943,2.0678904774157442e-15,0.00018999999999989002
26.59,5.934255000343764,2.28665058338574e-15,0.0001899999999998871
26.6,5.934372275247073,2.520538097028559e-15,0.0001899999999998845
26.61,5.934489354993186,2.7701471855461102e-15,0.0001899999999998822
26.62,5.9346062399058725,3.0360785173056453e-15,0.0001899999999998803
26.63,5.934722930308352,3.318939001495167e-15,0.0001899999999998788
26.64,5.934839426523299,3.619341527780286e-15,0.00018999999999987777
26.650000000000002,5.9349557288728425,3.937904705959647e-15,0.00018999999999987722
26.66,5.935071837678571,4.275252605621303e-15,0.00018999999999987722
26.67,5.935187753261528,4.632014495799218e-15,0.0001899999999998778
26.68,5.93530347594222,5.008824584628517e-15,0.000189999999999879
26.69,5.935419006040614,5.406321759002607e-15,0.00018999999999988094
26.7,5.935534343876139,5.825149324228221e-15,0.00018999999999988357
26.71,5.93564948976769,6.265954743682645e-15,0.000189999999999887
26.72,5.935764444033628,6.729389378468645e-15,0.00018999999999989132
26.73,5.935879206991782,7.216108227071826e-15,0.00018999999999989652
26.740000000000002,5.935993778959449,7.726769665015609e-15,0.00018999999999990273
26.75,5.936108160253397,8.262035184517793e-15,0.00018999999999990997
26.76,5.936222351189867,8.822569134147272e-15,0.00018999999999991834
26.77,5.936336352084575,9.40903845847879e-15,0.0001899999999999279
26.78,5.936450163398965,9.748397776794717e-15,0.00018999999999992504
26.79,5.936563785391285,9.946906788759057e-15,0.00018999999999991512
26.8,5.936677218306183,1.0135297639739136e-14,0.00018999999999990474
26.810000000000002,5.936790462458174,1.0312581601692805e-14,0.00018999999999989387
26.82,5.936903518161275,1.0477731785389455e-14,0.00018999999999988254
26.830000000000002,5.937016385729004,1.062968247226724e-14,0.00018999999999987075
26.84,5.93712906547439,1.076732844628943e-14,0.00018999999999985852
26.85,5.9372415577099655,1.0889524325801774e-14,0.0001899999999998458
26.86,5.937353862747775,1.0995083895388987e-14,0.00018999999999983266
26.87,5.937465980899374,1.1082779437732044e-14,0.0001899999999998191
26.88,5.937577912475828,1.1151341065464632e-14,0.00018999999999980513
26.89,5.937689657787723,1.1199456053030438e-14,0.00018999999999979073
26.900000000000002,5.937801217145156,1.1225768168539724e-14,0.00018999999999977593
26.91,5.937912590857745,1.1228877005626386e-14,0.00018999999999976078
26.92,5.9380237792346255,1.1207337315304801e-14,0.00018999999999974528
26.93,5.938134782584459,1.1159658337826705e-14,0.00018999999999972942
26.94,5.938245601215427,1.1084303134538041e-14,0.00018999999999971324
26.95,5.938356235435236,1.0979687919735956e-14,0.00018999999999969679
26.96,5.938466685551122,1.0844181392525498e-14,0.00018999999999968006
26.97,5.938576951869847,1.0676104068676785e-14,0.00018999999999966312
26.98,5.938687034697705,1.0473727612481502e-14,0.00018999999999964594
26.990000000000002,5.938796934340522,1.0235274168610178e-14,0.0001899999999996286
27.0,5.9389066511036575,9.958915693968965e-15,0.0001899999999996111
27.01,5.939016185292006,9.642773289556141e-15,0.0001899999999995935
27.02,5.9391255372100025,9.284916532319758e-15,0.00018999999999957582
27.03,5.939234707161616,8.883362807013582e-15,0.00018999999999955812
27.04,5.9393436954503604,8.436076638055044e-15,0.0001899999999995404
27.05,5.939452502379292,7.940969021380946e-15,0.00018999999999952274
27.060000000000002,5.939561128251009,7.395896756305429e-15,0.00018999999999950518
27.07,5.939669573367658,6.798661777376477e-15,0.00018999999999948778
27.080000000000002,5.939777838030933,6.1470104862320575e-15,0.00018999999999947054
27.09,5.939885922542076,5.438633083458584e-15,0.00018999999999945357
27.1,5.939993827201883,4.671162900445886e-15,0.0001899999999994369
27.11,5.940101552310702,3.84217573124617e-15,0.0001899999999994206
27.12,5.940209098168435,2.9491891644286906e-15,0.00018999999999940473
27.13,5.940316465074541,1.9896619149389876e-15,0.0001899999999993893
27.14,5.940423653328037,9.609931559532706e-16,0.00018999999999937445
27.150000000000002,5.940530663227502,-1.3947814926241583e-16,0.00018999999999936022
